Number,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,
374,-43.498,-58.0859,13.9317,86.5047,44.2793,67.6077,-42.4543,60.8631,-4.99588,-26.8593,-70.8548,42.5947,63.7501,38.5968,33.8176,61.7908,5.60014,-55.9557,76.6228,48.5214,
375,38.8592,72.7287,-16.7943,9.70184,79.516,32.8349,47.7523,65.2333,14.1392,36.2346,-88.8485,81.4386,77.5079,-57.3168,58.1774,-31.9254,4.3733,-88.049,73.5832,-65.0868,
376,74.6513,98.0285,-17.6916,65.508,21.9764,-12.6194,83.7397,-55.6261,38.9447,-1.5595,-59.8254,-7.20542,21.2683,-48.1063,97.3144,81.4692,-35.3557,-31.5409,0.857568,-18.9062,
377,13.5167,82.4824,-3.42723,-27.018,19.9194,-38.3892,63.2984,56.2365,-37.3089,-79.046,10.3366,76.1467,-45.2803,98.413,0.576794,20.6092,8.89615,-68.1509,96.9115,-22.4952,
378,73.6992,-92.6695,22.0924,72.6493,-59.3799,59.5935,-59.917,94.5799,-37.4859,35.2763,-18.7963,-29.4107,0.692773,20.7068,56.7797,-62.981,16.4953,-97.7905,-21.8665,-69.8111,
379,-83.758,-79.6869,-68.4988,67.0339,-36.6985,0.820947,-70.7327,92.4375,53.2823,18.8818,65.4653,-36.6008,2.19429,15.5004,6.10676,-29.0689,-73.9372,-68.2974,-82.7998,-93.9451,
380,59.0808,52.2385,-27.3904,24.7169,55.6566,80.1141,5.33769,-43.8276,0.0335693,71.8986,99.3469,-72.4784,44.1572,-95.4527,56.5844,65.7155,39.9884,-44.9873,-21.0059,-2.30415,
381,99.9329,-56.6393,59.5569,-33.8176,53.2029,7.81579,39.5123,-94.9706,-66.6127,50.853,5.96026,-5.46587,84.637,41.5998,-46.9588,53.8255,-48.9242,49.2111,-25.1137,2.04169,
382,26.9997,-89.2087,-86.877,87.2127,69.4449,4.44654,70.0308,2.20649,20.2002,-48.5702,-43.4736,54.3199,46.8368,44.322,-9.79949,-13.8768,16.9408,75.6951,88.6288,40.2081,
383,23.7709,81.695,73.5405,20.9388,-4.06812,-54.0757,-81.2677,87.5607,-24.0211,82.989,-92.053,-24.369,61.1805,15.1463,-11.5452,57.4389,48.8022,-35.3435,7.5106,5.22782,
384,18.9551,62.6087,-64.1591,29.9966,-14.7618,15.5675,33.8054,-23.4046,-70.5741,51.6098,-98.7365,-39.6283,-40.2814,3.92163,96.4354,64.5314,84.3196,5.72222,77.514,72.277,
385,18.6255,-0.534075,97.5219,-29.9844,-72.2953,-40.1471,-40.7697,-52.855,98.4008,-33.6772,-92.2483,-91.9492,6.09455,-80.7367,68.4744,3.12815,26.1818,19.071,66.7775,82.7692,
386,-61.1499,-31.2601,-70.8853,-45.4512,19.0283,61.0218,-91.5708,3.63475,-71.5629,-70.8853,41.3984,15.4454,40.9101,71.8558,-48.1735,-61.1866,30.2652,88.0612,-36.4361,22.5684,
387,95.7762,-34.5683,97.2289,-31.2662,-60.7959,74.5048,-27.8481,-13.6937,52.7573,-86.053,-56.0472,-26.4992,-85.0581,-12.7171,-58.8488,83.8496,-95.7213,98.0163,-7.74255,-29.1482,
388,-53.6973,29.667,65.8071,-21.8177,45.3597,25.9438,83.6543,-87.7499,60.6189,57.6708,-62.5721,-36.0027,-43.4675,14.2918,41.5998,72.8629,-2.43843,85.2657,-89.3979,78.3074,
389,-91.5403,70.4031,56.5294,27.6894,79.5038,67.333,31.3334,21.4087,-77.7703,78.2464,-81.3471,-17.5756,-56.7003,34.7758,75.1274,92.3826,-50.6638,-31.431,-42.6069,32.9203,
390,-52.1897,-41.2519,-50.4379,43.9619,-38.6395,-58.1164,71.3492,6.27155,98.8952,-77.8619,-5.356,-94.2564,40.4889,-95.3978,49.5468,-2.53609,-33.787,-5.65508,66.1245,36.5093,
391,-48.9731,29.5145,-88.9523,5.75885,-63.3656,-35.4228,13.3702,94.6959,-66.8996,-8.92667,93.939,54.9425,-99.7925,93.7681,-37.4859,-78.7347,97.7111,-42.5825,-71.1234,28.4402,
392,-18.6377,7.3275,96.0997,73.5954,-72.9545,-69.9759,-32.5785,60.4602,91.6929,-70.0125,-44.438,-15.0548,-3.99487,52.9282,31.2296,-57.2436,60.6922,44.5296,65.1112,-70.4154,
393,58.9892,10.9287,58.5131,-44.7432,-29.2886,-84.582,-34.0495,89.8984,70.8487,-66.5822,-31.7484,-43.0097,-2.70699,-72.1671,-46.6903,69.4388,87.933,61.5406,-90.9909,40.1288,
394,-45.5061,-32.9569,-59.5874,-79.7174,4.30616,67.0583,85.0887,61.8946,-47.0809,-9.41496,9.23185,-29.8196,86.6878,-51.0422,49.1867,-93.524,-8.09045,53.5142,41.2702,32.1146,
395,80.0104,-36.1614,-78.0511,98.5412,81.933,-70.397,-6.80868,-56.5722,-4.77004,-67.3696,-66.1916,-3.90942,-39.0728,-61.0706,-65.1662,72.5333,20.0354,14.5177,87.2799,88.7692,
396,-24.1127,-19.7424,-8.42006,-66.4846,-2.68258,-33.2011,-56.6454,70.9647,61.1805,-81.872,63.5365,61.6749,-55.5834,-63.7928,-20.9326,57.6037,-76.0186,22.9774,16.9164,-89.3002,
397,45.5123,3.84839,-48.0331,50.1328,55.858,-51.0605,-43.5591,-22.3243,9.23796,-30.0272,-73.986,-84.2708,-25.2113,-38.908,-20.1697,8.44448,-78.3502,-83.5688,-62.9749,99.9512,
398,-58.7024,-65.2394,26.9509,-56.6698,17.5817,-83.4223,-34.6049,72.3258,53.8377,-40.3668,-2.3957,58.8366,42.6374,-18.4973,-33.8603,70.4642,76.5679,-0.228888,13.596,-25.2358,
399,-89.4101,-23.6854,41.6669,-88.5189,-34.0068,-14.1758,-23.014,-4.11695,-25.6935,-55.5651,63.8539,40.5194,-42.2163,99.414,-25.4799,-57.3534,38.7066,-1.98675,81.2616,99.5422,
400,20.9143,-69.2862,54.2344,33.2011,-16.8249,18.5461,-22.483,-52.8611,-11.7161,60.6433,-52.2568,-18.0517,-30.5643,-84.7896,-51.8784,45.8296,-40.1654,-59.5447,61.8458,-53.0137,
401,-29.2032,-15.4576,19.3396,-18.7597,-45.1643,28.2144,-82.0307,-5.75884,-94.3419,4.38551,-28.9163,39.9457,23.6671,-61.5345,29.075,-6.25935,9.23796,-44.1694,42.3261,31.0282,
402,-27.7505,-90.6186,96.7528,-77.5933,38.8897,88.1527,26.6335,50.2182,-80.7733,83.459,7.13828,93.9757,12.1006,19.1198,87.0907,27.5063,16.3366,-81.0236,15.3111,-75.3532,
403,33.6222,63.6647,-97.1252,68.3279,83.6909,-95.7091,-57.8906,90.7529,-49.5407,53.1358,87.3043,-76.867,37.4493,-61.3086,-8.03552,43.9985,48.1674,89.4894,9.61639,31.8522,
404,95.2086,-48.9547,-0.241095,46.4461,76.3054,-20.4138,76.6533,42.906,33.8603,10.0803,62.2364,-63.9576,-42.674,-43.028,-4.04981,90.3134,-63.8356,34.727,17.2704,-29.8502,
405,-55.2721,-71.6117,-27.7932,-7.89514,-36.2224,-52.3301,-85.9859,-32.2062,-26.2429,-18.5766,50.0778,73.7724,6.30817,86.285,62.035,16.6723,-6.92465,18.8879,-68.4805,3.14035,
406,79.1559,-92.5596,-61.0462,32.1635,66.2526,66.1061,-72.6981,-58.8549,-80.3827,-79.577,-28.0435,-1.67547,-55.6688,-99.5178,28.0007,83.7886,-54.5335,-63.6402,-49.5041,-22.3975,
407,-30.607,48.2589,66.393,29.606,81.6157,-71.0013,66.271,0.790429,77.8436,-94.4334,-19.9622,-89.8129,42.8449,87.7377,-57.5304,-82.4458,-38.609,85.2596,-11.6733,82.6716,
408,90.7041,58.1896,61.1072,-61.7542,-85.2596,-72.9484,-52.0493,-88.4396,38.3221,-40.0067,44.6821,-78.1915,7.13217,27.7261,-53.0015,89.697,66.8813,-99.06,-49.4003,35.9233,
409,33.0241,32.3466,65.7216,47.9965,-64.9586,-51.2619,1.98675,-76.3115,83.7825,18.2043,53.917,-66.1061,42.1308,28.6233,34.4035,-83.5017,72.9728,67.8884,56.3341,9.39665,
410,-59.6667,94.818,26.1391,96.0082,-56.9323,7.93786,58.1652,-86.7367,-30.2835,-74.0837,-92.7427,-8.93887,-68.4072,85.1009,-65.2455,15.7079,40.0433,21.8055,1.98675,-26.4565,
411,-43.5285,62.2608,-99.4934,67.3757,-71.868,42.2224,-11.7893,-11.1911,-64.1285,15.3966,-67.4978,-63.5304,45.7198,72.8019,49.4064,51.3779,23.6854,5.44755,-45.0667,-25.4738,
412,-28.9102,66.3381,75.2373,-34.4157,-2.2248,49.7543,-57.9272,-37.1563,-7.24204,30.0943,-84.3074,58.0004,-41.9965,-65.7033,48.0514,28.0007,-4.5381,-10.6662,91.1008,-50.1999,
413,6.39973,-78.1121,63.3229,58.5376,57.6403,-42.0026,29.2459,-61.7237,-25.7241,73.6625,45.1277,-5.34989,-49.559,88.0184,-44.8836,96.7834,80.2912,-79.7906,-96.6491,13.8218,
414,-41.8012,90.8567,-55.0035,43.3638,-58.1164,-45.2925,79.1803,-79.162,18.4484,-31.0404,-47.4776,57.506,5.47197,76.1895,32.6151,45.9395,20.5298,-81.0358,87.0357,-21.2867,
415,-56.0045,60.21,-85.992,-81.5546,-13.0345,-41.6242,21.9031,-57.8539,84.1121,38.1695,45.1094,21.0974,-17.307,71.8436,-19.1137,-22.4403,-70.0186,-68.3401,-73.4916,-66.1916,
416,-80.0775,-25.9194,9.29289,42.6862,-9.79339,-8.37123,-64.4398,-15.5614,99.5178,-34.1105,-82.5312,62.0045,6.06403,-19.9438,-36.7901,8.57875,-31.9437,17.3437,-19.0039,57.3778,
417,-78.6554,-85.3694,83.1965,6.93076,-30.7657,-17.9662,10.7639,-0.625628,95.3368,74.6269,-33.256,79.7052,25.0404,-57.2131,-73.4855,48.3017,-16.2694,36.9182,-34.5195,5.56352,
418,41.8683,-97.412,-17.893,46.9954,-46.7086,-28.5195,-88.4884,47.7889,44.1389,78.8812,-30.2347,98.999,-61.7603,-26.3894,30.6803,-0.540179,-40.5744,-95.4894,68.0959,48.0026,
419,68.7613,41.4106,23.8075,-2.5483,75.4875,-72.3075,5.49028,-33.0607,-98.2543,-43.7361,-41.5387,42.9731,76.0674,80.6391,61.2415,29.0689,26.9387,-45.671,-7.65709,28.7393,
420,34.373,22.2388,82.5312,26.9875,72.4357,-34.2143,-90.9848,84.2036,-21.5369,-90.9665,-51.7991,48.3444,-33.0851,-8.56044,64.5314,-91.1313,-47.7706,52.4522,22.4525,-44.7676,
421,63.8295,71.807,57.5487,-82.9463,-68.8955,-9.78118,19.7058,4.62356,14.8045,29.844,-35.8989,91.7112,71.5629,-27.6894,97.3815,9.9643,-41.9843,99.2676,-73.8212,91.0276,
422,-98.8464,95.2757,71.0318,-53.3311,86.1507,24.1127,-9.09147,37.6019,-39.0545,28.4036,-96.8688,-30.9854,55.62,-36.7901,-12.2227,46.0006,0.253308,-16.3732,-75.0847,73.6198,
423,-1.7304,-36.6314,-61.2964,-49.1928,89.0866,-69.1702,-33.7565,23.4107,93.2981,-45.2376,-0.424206,57.3717,20.6824,69.9393,98.4619,-62.5538,-18.9978,11.1118,22.66,48.4115,
424,20.9265,78.6615,-59.8682,-17.9601,-7.60216,95.5626,77.1966,-90.698,75.2251,94.6104,48.4542,-95.9349,40.0983,-28.489,74.6208,-87.9696,-42.2773,-78.0328,76.3848,-21.0913,
425,87.0663,68.8833,36.0515,89.758,97.1862,-83.459,22.0679,-71.0135,18.5705,-36.9243,-49.205,-88.9645,-60.8875,-78.637,-39.8663,-1.21158,46.7147,4.30006,87.9635,55.1317,
426,-41.8744,-94.5494,6.96738,65.3981,-14.6031,98.6022,88.58,-84.1487,-57.0788,59.209,6.10065,-98.059,-32.9691,48.6129,-54.1246,-65.0136,94.055,28.1289,-5.77105,26.3222,
427,21.1646,27.427,-59.6484,33.0424,72.7409,-54.1795,82.8242,83.3979,-58.6474,69.6402,-74.6635,34.6782,18.0273,14.8961,-91.0764,-47.0931,-6.22272,97.6012,-25.4128,4.09863,
428,49.382,-93.8108,35.3008,-26.3527,-24.2347,-61.2476,-72.7165,98.6206,27.5918,31.6141,95.6847,-2.63985,31.8033,-63.274,17.4413,71.8314,-84.6492,-93.9573,69.5242,23.9845,
429,74.7673,16.6051,64.6901,-60.5701,8.52993,-88.0917,-13.1932,92.6878,36.2957,-3.36009,-49.9985,94.9278,77.2088,14.9266,-76.5801,-59.7095,-49.5895,10.9165,-23.8014,-77.0684,
430,82.4458,-97.0458,-64.7023,24.4606,73.6564,-30.723,-94.0489,-88.5128,-28.0984,-43.5896,-57.561,-59.386,19.7668,31.9254,-62.6698,-70.5863,-40.1776,63.4083,83.2087,-4.532,
431,66.0207,-82.0368,42.7473,86.6085,-78.8263,68.4988,-74.0287,-8.57875,88.0367,-10.5869,44.5296,2.75582,38.8592,-22.0191,-79.3207,67.8823,-54.1002,31.4737,-23.3131,34.0495,
432,21.1829,-29.8379,75.7439,55.4308,-49.4247,51.3413,21.72,24.5338,46.44,22.9164,-36.729,75.6401,91.9858,-6.90023,-66.3991,-33.0485,-29.5938,-29.9112,65.923,-43.3332,
433,-39.024,63.6464,71.2088,62.389,-55.5834,78.0511,-97.4609,-39.3292,-76.2566,16.5624,42.4604,8.26746,-50.6516,-45.4207,-8.652,-69.4449,-28.3731,67.4917,-50.3952,-47.0687,
434,56.8468,-92.1079,20.1147,63.6158,22.9408,-77.8985,-50.444,-16.7882,-84.5698,-21.9581,67.3147,68.9566,-16.8432,49.5468,72.2098,-55.327,-25.0648,10.4343,-36.9304,-65.8132,
435,-69.9759,76.3482,11.5024,6.43635,-11.2461,-32.3222,59.0991,-89.4894,-73.9067,91.6379,-0.436413,73.9738,-4.42824,-73.2841,-63.5792,25.3212,-49.3149,51.4573,73.1864,-6.92465,
436,8.52382,-58.507,90.8872,0.0762939,42.552,-53.1541,-78.4173,-19.5227,67.2964,-19.0954,-99.7681,-90.698,-77.7947,8.12098,-83.7214,1.02237,-53.2517,92.9502,-40.8246,-29.9234,
437,37.8094,-87.8536,88.5067,67.9617,61.3514,14.2918,32.1696,5.11795,33.0485,50.6333,52.3118,-82.7143,34.5439,-72.2037,80.5719,-38.8836,47.4776,52.4461,-51.4145,-6.75985,
438,-21.073,-31.0343,99.1577,72.5028,62.7125,39.2071,92.1079,-42.7778,-58.916,45.9273,94.6776,55.9618,-30.8756,69.2129,-88.049,98.8037,1.90741,89.1293,49.0097,-84.1853,
439,98.6389,-9.11588,24.1188,70.5619,-9.67132,56.4257,-20.2612,-65.9413,-18.9306,95.3246,-10.7089,-61.6932,5.62456,67.3574,37.5408,93.0723,98.7609,32.2916,9.25016,-91.8882,
440,-79.6136,-48.1613,-23.9479,32.609,-2.57881,-92.2788,87.0846,70.3909,-71.1295,-4.92874,-12.125,-62.5172,-89.5627,-65.4103,-75.8599,4.60525,37.8277,-53.0198,41.5815,-57.561,
441,-17.6794,77.459,47.1297,3.85449,-48.851,8.56044,36.6314,61.9312,-97.9553,-9.42106,2.14545,77.3736,47.9049,61.4124,6.56453,-61.9434,-98.3947,-41.0627,12.7781,31.8949,
442,-94.5128,-90.5454,31.2967,39.7321,30.4605,-48.8937,-73.7297,-17.5024,-26.719,-95.9288,57.2802,-82.757,95.294,54.68,35.6243,-19.7058,57.8112,-10.7517,-27.3537,7.97448,
443,37.4859,-15.9276,52.5437,17.9418,74.4682,60.4602,83.3979,-55.1134,-34.2998,10.7273,-85.9981,-96.2767,27.195,-24.1127,-89.6115,85.4671,74.9748,-3.0427,-61.4368,-18.8818,
444,-48.2223,-43.1501,69.8294,-78.2159,86.3948,4.89212,-88.8974,-43.5774,-65.1784,7.86462,29.6731,71.9657,-50.9812,-57.2924,-72.5211,95.3612,80.9381,86.3948,6.49129,-46.44,
445,-66.1977,23.13,68.157,-93.1394,-50.4807,3.64696,99.0417,-87.2555,-5.89312,-10.3061,68.3645,-53.7645,-88.2992,50.4135,70.275,-73.5343,46.4583,-45.0606,98.9013,72.5883,
446,-54.2711,46.91,-57.1764,-74.2546,-28.8553,62.6942,-82.7326,-90.0571,-0.985748,50.9506,-34.55,0.405896,96.9115,4.25123,4.94705,39.6954,32.4076,15.183,53.3433,-29.5999,
447,-62.1998,78.338,-50.8042,54.8448,50.1083,-34.7697,30.8267,-97.0946,87.8842,-32.4686,24.0577,65.0197,48.3871,-92.4924,-23.8563,13.4312,28.8797,-92.5779,34.373,-79.5892,
448,72.4418,63.976,20.8594,85.992,-48.8937,-18.247,-57.6708,-78.9605,54.9364,54.8814,-69.4327,-84.4661,-7.86462,16.5502,43.7849,52.6841,70.9159,99.9695,40.1715,15.6774,
449,52.6597,2.74361,87.7438,-89.8068,26.1696,-29.7708,80.4865,-76.4763,-80.517,-32.9936,68.2363,-46.1592,-91.9919,-6.54622,76.3848,51.5244,67.1377,-50.029,30.3201,-33.0302,
450,-90.4782,-6.99179,78.8934,65.7826,-8.25525,-40.6964,60.4419,-98.4314,-71.4225,-48.1979,71.0257,0.485241,-6.13117,-30.6619,34.4768,11.3437,-38.5601,-89.2758,-25.3822,82.9768,
451,-3.35398,21.5308,-82.1589,70.9952,48.027,22.6295,0.131226,42.497,93.347,2.92062,-46.8856,82.4641,-88.8729,-34.0678,5.32548,44.4014,-20.1086,15.1769,85.2718,81.8354,
452,-88.7692,-19.1137,-99.591,69.8355,-55.7299,-41.0932,54.0025,-0.0946045,-77.9717,25.8888,-77.9595,-48.8449,-91.0337,-28.721,18.9856,-36.9488,69.5303,84.5393,-40.7208,-24.9611,
453,92.2483,-60.5518,-55.443,38.731,-12.1128,17.7221,38.6944,71.0196,69.6829,-50.5661,9.79949,-39.9457,-55.7482,-33.787,-85.4915,-12.5156,-81.7438,-0.289923,-90.5332,-65.0502,
454,-83.0012,-60.2771,66.1733,-90.8811,-22.953,-0.863671,50.2731,76.0369,17.7221,-62.682,-57.4694,-88.2504,19.0893,59.3493,-26.9692,-28.6416,61.2415,-29.7037,71.8497,-90.0815,
455,13.0955,53.502,-49.6078,46.7147,-1.7304,-1.22989,4.81887,-39.1034,24.3873,-9.43937,-82.4335,-48.5275,-48.7899,-86.3826,-1.58391,-46.7879,-61.4856,-47.2762,57.1154,0.875878,
456,92.5108,40.9223,16.8249,47.6791,22.2938,15.7933,14.6397,41.6059,80.8161,2.70089,89.0378,-42.082,88.7692,-52.6597,-89.2819,-7.68761,-33.1462,95.4222,50.3952,40.5011,
457,14.7801,-25.2602,-38.67,-76.6228,25.7363,74.2729,-59.1418,-11.594,95.819,83.0195,-64.0431,31.5958,-37.0952,-36.1248,-65.4897,65.8437,64.8976,-20.2673,24.4179,4.03149,
458,75.7317,-61.9678,93.2127,1.01017,73.1376,-1.76092,66.924,96.7589,-42.7595,94.8546,58.0065,22.074,-85.6258,-60.7959,-97.2228,-61.7115,30.8756,-57.3778,-62.4256,-93.2615,
459,-18.2592,94.8302,-88.9706,-67.6504,4.93485,-55.9252,-40.8002,78.8873,-24.1615,-8.09045,-36.9121,44.5173,-64.5375,-95.6603,13.7059,-54.7411,24.8268,47.3922,-97.9308,-2.8779,
460,-19.3701,-38.316,-11.8076,-89.6176,-53.9415,5.60014,16.9713,50.7126,44.9263,-69.6768,-44.8286,10.3183,-45.8113,-62.1937,-70.2628,41.1603,50.8103,-70.0003,-32.3649,95.1964,
461,-17.3009,17.6244,-48.1735,-34.1166,-62.3768,67.1621,-98.1506,-38.6578,-37.4676,44.5845,-6.07013,69.274,26.5664,-55.9557,47.2091,-66.1977,-1.13224,59.6851,-19.187,99.0844,
462,31.7057,-24.5094,14.5054,13.2908,-55.4247,14.304,-13.3885,-91.1557,36.5581,-41.5082,-78.3868,-43.9314,0.22279,25.6447,-37.907,22.5379,28.1594,-66.6738,-49.3759,75.8354,
463,64.6718,-60.8081,48.8205,-18.8025,-0.625628,66.7837,72.2404,54.9669,29.5694,11.0446,39.7748,6.54012,77.514,-80.755,-76.3115,33.1889,-34.5317,38.6578,-3.74462,32.1818,
464,89.0378,-6.86972,-70.4825,-8.4933,46.1959,59.5508,21.3355,70.1712,18.4667,77.5079,-17.6366,-83.0378,39.0484,5.1973,95.8068,-59.9048,41.1481,-99.176,-55.1439,47.7767,
465,-43.376,-74.6269,84.4478,-14.7984,57.5304,34.8369,-20.951,-94.409,8.42617,85.0093,-38.67,-83.1111,-90.3073,1.28483,-18.3081,-5.51469,-38.2611,9.04874,90.521,13.773,
466,-99.5544,-41.1176,84.7591,-69.7989,-88.2015,-64.4154,-77.9473,-68.8589,87.2494,-95.7823,10.361,73.4245,-74.3828,88.6105,98.5046,30.8756,25.7424,12.5767,35.3069,-22.6844,
467,23.2521,-69.5914,20.1147,17.2277,-46.7635,-8.70693,51.1765,34.3059,48.7533,34.2082,-12.9795,-14.8228,13.3091,-12.3325,-18.833,48.3627,50.4257,80.1996,87.1395,-97.644,
468,-90.112,11.3193,-89.4711,-10.8066,-90.9543,-63.0665,69.7562,-40.5194,38.1939,43.0158,-58.8244,54.9669,-13.242,-55.9923,64.2567,-59.9109,-55.7909,-45.6221,78.4417,-20.6885,
469,31.2113,47.2335,-66.3137,76.8181,22.6173,-98.1445,55.0829,57.5793,-55.5956,35.4106,-39.8175,83.0805,-71.7765,4.5259,30.6253,-40.0433,5.71002,65.8376,-51.9456,-5.13626,
470,-15.6102,8.17591,-70.6473,-4.5442,-25.2785,81.109,99.2615,-90.4782,12.9673,56.3463,-42.8877,28.4402,-95.8068,63.9576,-42.0148,-67.7297,-46.5072,-65.9719,56.9689,-98.8952,
471,90.8994,-94.47,1.93793,18.7475,32.4747,-17.4718,96.2157,-86.285,-86.8709,-64.5802,9.45158,-23.0201,-82.3542,-26.0109,-23.5694,68.2974,-69.2251,7.99279,-68.0898,-52.5742,
472,20.7923,14.1758,-59.5264,-59.9536,39.5856,77.1111,26.957,-75.1885,-7.32139,-36.1187,8.09046,56.2792,-74.2302,45.2132,-20.4321,-44.8531,-15.4332,-8.20643,-62.8956,-57.8784,
473,-59.8254,-37.8094,-49.1928,-83.8191,9.50041,-52.0554,39.7382,9.08536,21.25,-92.5352,-9.9765,-92.8037,38.3038,-71.3553,-85.4305,-51.5793,23.5633,-0.619525,26.2673,-29.368,
474,-17.1239,-31.9071,57.5182,-73.0827,29.0078,-81.5485,-23.1178,-62.1326,11.9419,11.5757,76.22,-2.75582,-56.9994,-16.2145,16.8371,91.3694,-66.4846,71.4042,-39.9213,-93.4385,
475,-31.8888,85.2168,-22.3304,99.4507,-26.3588,17.5024,-32.5968,-96.1241,76.5862,-70.6717,-74.9382,-29.1421,42.9609,11.7222,66.6555,-58.5925,-61.2293,-44.322,-91.8027,-43.4614,
476,24.6254,-24.6132,36.1187,1.17496,57.506,-90.3684,-95.3368,-42.729,74.7124,81.8232,-53.9903,-97.7233,-21.8116,-81.109,-87.8903,-86.8526,-30.1065,-52.1958,54.9181,-33.1584,
477,61.681,-57.7441,84.8384,37.5713,-29.1238,-97.5707,-77.813,17.362,97.4242,19.1198,11.4597,-99.2798,-64.5497,11.4475,96.7895,56.8102,79.1131,98.5717,22.3182,-45.2498,
478,-99.0295,-56.5538,-75.7744,5.11795,81.109,-94.5921,14.4261,52.7757,98.2666,-13.0894,37.9376,-21.2378,70.0186,30.5277,-37.6751,75.6584,13.9439,-21.1585,55.1866,-63.9698,
479,-78.9483,92.5718,-23.777,67.864,63.7379,85.4793,-94.879,-29.9173,28.1716,-47.4227,-33.0912,70.1346,61.626,-33.8542,58.8488,90.2768,-88.6349,98.4375,-21.7933,52.7818,
480,-21.1158,-87.2005,29.1788,96.6857,82.8364,78.9666,25.248,35.6792,-76.928,-75.9026,24.2225,82.7509,-42.1735,31.4127,-65.7094,71.1051,-54.7227,84.106,-36.3262,-66.0634,
481,-44.6272,-27.7566,-14.774,-80.4926,-96.1852,95.3856,-95.0499,21.7933,38.6822,76.9097,11.2949,95.1598,-14.658,-32.7921,-20.3711,39.9945,69.2068,-83.3186,-14.6397,56.7003,
482,-36.6436,-35.3557,47.2457,-58.1957,-31.5775,-38.3526,-4.51369,-91.6013,28.2998,97.5524,-2.03558,75.8171,66.8325,21.1768,28.5012,-57.1337,-92.1751,81.3654,-39.0789,-91.6074,
483,64.8488,-18.1738,-54.0147,46.6292,4.71511,-2.16987,85.2229,32.7494,-62.0594,54.9486,19.5715,74.2485,93.0479,6.69881,27.5613,74.6269,-1.45573,6.59505,87.6949,37.4126,
484,70.7022,-72.4723,69.4998,-15.0853,67.1682,-60.271,-18.8574,50.0412,10.1108,55.15,34.0007,-24.3873,13.9927,-86.7672,-7.48619,51.0849,93.2615,53.4532,-78.8568,65.9047,
485,-37.6934,57.5549,-82.5983,8.17591,80.9503,-3.42723,-49.3515,98.5717,-19.541,-53.7584,-19.4128,-72.0634,-82.5129,-11.7832,-86.1385,27.9275,48.674,-95.8678,-42.8877,30.1736,
486,-60.4663,-10.5747,-14.5665,-65.1235,-9.25016,-23.2276,-87.64,-62.3646,38.4136,-28.7881,-11.7283,-37.4798,-87.4142,-72.1854,93.2493,14.6153,-56.6332,-98.3398,7.35191,-1.01016,
487,12.9368,57.9638,44.8042,-67.217,44.1328,88.9645,-9.73235,-91.0398,68.8162,-18.4973,71.6056,-98.4375,-3.25633,70.3665,48.5702,95.3795,37.6873,-9.68963,-19.0649,-24.8573,
488,-6.1861,69.9515,80.1263,2.59103,-73.0644,-20.9387,46.2142,-98.0529,-68.8284,55.0951,56.2731,-96.4232,77.2271,93.7437,30.9976,53.1724,-64.2079,-9.29289,-8.90836,96.4415,
489,99.0234,51.0239,22.483,-90.112,75.7622,-26.3955,-27.0302,-15.598,84.4722,-59.2395,36.8755,97.4303,-86.9564,-34.6232,52.092,-88.1466,49.3759,-39.6588,-43.498,-9.42106,
490,-13.3518,-52.7512,84.7285,15.8544,-40.6354,60.9424,-81.7743,-94.1954,-99.7742,4.98978,75.5425,44.2793,45.5672,-59.2822,42.9914,42.5947,-68.2913,-70.5435,6.90634,12.0884,
491,-26.3039,-31.3639,27.2012,-19.6997,52.9893,89.465,-21.9459,76.2444,35.6487,27.0302,-34.7209,-65.5568,12.6988,97.3693,-70.098,-79.0826,-24.8512,-83.52,-87.0663,-98.3215,
492,-16.245,-11.0202,-79.3756,42.204,34.8003,-77.9229,-4.72121,-61.7847,-47.7035,81.4997,-62.6453,24.0272,63.2008,-80.8283,-76.1834,1.5717,-5.53911,-12.9185,31.6141,72.8202,
493,-23.0262,-69.7928,52.3179,84.0205,-86.6878,0.466931,2.99387,0.692773,-79.3817,-37.907,21.7078,-81.6889,18.0273,59.2395,-22.4097,-68.9932,-75.3288,36.0271,39.787,32.9325,
494,16.0863,32.4808,-2.16987,96.2035,69.8599,-55.7299,-46.8856,63.274,99.8108,71.0196,93.3775,-83.4223,48.5214,80.2912,11.1789,-26.2978,-41.4411,-60.3381,-0.888091,52.2263,
495,75.5486,49.6261,-89.8617,86.1446,-67.9189,-47.203,28.5318,39.8907,92.8953,-56.0594,24.8268,67.7419,-69.7562,20.3101,-78.7042,16.9469,-83.5993,79.1803,40.2081,34.788,
496,-32.5175,20.7617,-85.1558,18.8147,-74.4377,-23.1788,-11.8503,-26.072,72.3868,70.5496,-70.7144,-91.6868,91.1496,-89.8617,71.4774,80.1691,-34.9467,3.80566,47.911,47.6974,
497,-21.3233,-43.6811,11.2522,67.5039,-22.3853,-52.3484,-37.8155,9.3173,-94.3602,-78.7042,4.91043,8.63979,-86.8465,52.6475,-60.1978,90.8628,50.5356,17.0873,67.2719,-18.6315,
498,90.2097,-47.3617,84.0876,18.7048,-94.8851,31.3883,-49.9619,3.03659,46.8246,-22.7393,54.6983,28.9102,64.1407,64.0858,-3.11594,20.1392,5.90533,65.685,75.4387,0.564587,
